points,item,team,role,opponent
0,Magnetic Disintegrator,Excel Esports,jungle,Fnatic
0,Meteorites,Excel Esports,jungle,Fnatic
0,Obsidian Battle Plate,Excel Esports,jungle,Fnatic
0,Omnipresent Amulet,Excel Esports,jungle,Fnatic
0,Omnipresent Spirit,Excel Esports,jungle,Fnatic
0,Perfect Scythe,Excel Esports,jungle,Fnatic
18,Precise Hammer,Excel Esports,jungle,Fnatic
0,Rampage Momentum,Excel Esports,jungle,Fnatic
10,Rock Tomb,Excel Esports,jungle,Fnatic
20,Sacred Help,Excel Esports,jungle,Fnatic
0,Savage Looter,Excel Esports,jungle,Fnatic
10,Scythe,Excel Esports,jungle,Fnatic
0,Secret Scroll,Excel Esports,jungle,Fnatic
9,Sharp Blade,Excel Esports,jungle,Fnatic
0,Siege Mace,Excel Esports,jungle,Fnatic
0,Soul Hunter,Excel Esports,jungle,Fnatic
9,Spirit of the Squire,Excel Esports,jungle,Fnatic
0,Spirit of the Warrior,Excel Esports,jungle,Fnatic
0,Staff of Conquered Worlds,Excel Esports,jungle,Fnatic
0,Steel Aura,Excel Esports,jungle,Fnatic
0,Swords of Darkness,Excel Esports,jungle,Fnatic
0,The Puppeteer,Excel Esports,jungle,Fnatic
0,The Stalker,Excel Esports,jungle,Fnatic
0,The Visionary,Excel Esports,jungle,Fnatic
0,Thirsty Dagger,Excel Esports,jungle,Fnatic
0,Thirsty Scythes,Excel Esports,jungle,Fnatic
0,Treasurer's Wisdom,Excel Esports,jungle,Fnatic
0,Trimeteor,Excel Esports,jungle,Fnatic
0,Unstoppable Lightning,Excel Esports,jungle,Fnatic
0,Versatil Saber,Excel Esports,jungle,Fnatic
18,Wild Claw,Excel Esports,jungle,Fnatic
10,Wild Spirit,Excel Esports,jungle,Fnatic
0,Arcane Adrenaline,Excel Esports,mid,Fnatic
0,Arcane Explosive,Excel Esports,mid,Fnatic
0,Beast Hunter,Excel Esports,mid,Fnatic
0,Being of Light,Excel Esports,mid,Fnatic
0,Berseker Ax,Excel Esports,mid,Fnatic
0,Collecting Hammer,Excel Esports,mid,Fnatic
0,Colossal Mace,Excel Esports,mid,Fnatic
0,Conquering Staff,Excel Esports,mid,Fnatic
0,Crown of the Dwarf King,Excel Esports,mid,Fnatic
0,Dance of Death,Excel Esports,mid,Fnatic
0,Death Helper,Excel Esports,mid,Fnatic
0,Demon Claws,Excel Esports,mid,Fnatic
25,Divine Ascent,Excel Esports,mid,Fnatic
0,Divine Impetu,Excel Esports,mid,Fnatic
0,Elemental Discharge,Excel Esports,mid,Fnatic
18,Equivalent Totem,Excel Esports,mid,Fnatic
0,Fast Furious Blade,Excel Esports,mid,Fnatic
0,Final Asteroid,Excel Esports,mid,Fnatic
3,Guardian Totem,Excel Esports,mid,Fnatic
0,Hawk's Eye,Excel Esports,mid,Fnatic
0,Heavenly Vision,Excel Esports,mid,Fnatic
0,Holy Sword,Excel Esports,mid,Fnatic
0,Huntress of Souls,Excel Esports,mid,Fnatic
0,Immortal Breastplate,Excel Esports,mid,Fnatic
0,Imperious Gauntlet,Excel Esports,mid,Fnatic
6,Incapacitor,Excel Esports,mid,Fnatic
0,Legend Aura,Excel Esports,mid,Fnatic
0,Magnetic Disintegrator,Excel Esports,mid,Fnatic
0,Meteorites,Excel Esports,mid,Fnatic
0,Obsidian Battle Plate,Excel Esports,mid,Fnatic
0,Omnipresent Amulet,Excel Esports,mid,Fnatic
0,Omnipresent Spirit,Excel Esports,mid,Fnatic
0,Perfect Scythe,Excel Esports,mid,Fnatic
0,Precise Hammer,Excel Esports,mid,Fnatic
0,Rampage Momentum,Excel Esports,mid,Fnatic
0,Rock Tomb,Excel Esports,mid,Fnatic
20,Sacred Help,Excel Esports,mid,Fnatic
0,Savage Looter,Excel Esports,mid,Fnatic
15,Scythe,Excel Esports,mid,Fnatic
0,Secret Scroll,Excel Esports,mid,Fnatic
0,Sharp Blade,Excel Esports,mid,Fnatic
0,Siege Mace,Excel Esports,mid,Fnatic
0,Soul Hunter,Excel Esports,mid,Fnatic
9,Spirit of the Squire,Excel Esports,mid,Fnatic
0,Spirit of the Warrior,Excel Esports,mid,Fnatic
0,Staff of Conquered Worlds,Excel Esports,mid,Fnatic
0,Steel Aura,Excel Esports,mid,Fnatic
0,Swords of Darkness,Excel Esports,mid,Fnatic
0,The Puppeteer,Excel Esports,mid,Fnatic
0,The Stalker,Excel Esports,mid,Fnatic
0,The Visionary,Excel Esports,mid,Fnatic
0,Thirsty Dagger,Excel Esports,mid,Fnatic
0,Thirsty Scythes,Excel Esports,mid,Fnatic
0,Treasurer's Wisdom,Excel Esports,mid,Fnatic
0,Trimeteor,Excel Esports,mid,Fnatic
0,Unstoppable Lightning,Excel Esports,mid,Fnatic
0,Versatil Saber,Excel Esports,mid,Fnatic
1,Wild Claw,Excel Esports,mid,Fnatic
0,Wild Spirit,Excel Esports,mid,Fnatic
0,Arcane Adrenaline,Excel Esports,bot,Fnatic
0,Arcane Explosive,Excel Esports,bot,Fnatic
0,Beast Hunter,Excel Esports,bot,Fnatic
0,Being of Light,Excel Esports,bot,Fnatic
14,Berseker Ax,Excel Esports,bot,Fnatic
12,Collecting Hammer,Excel Esports,bot,Fnatic
0,Colossal Mace,Excel Esports,bot,Fnatic
0,Conquering Staff,Excel Esports,bot,Fnatic
13,Crown of the Dwarf King,Excel Esports,bot,Fnatic
8,Dance of Death,Excel Esports,bot,Fnatic
0,Death Helper,Excel Esports,bot,Fnatic
0,Demon Claws,Excel Esports,bot,Fnatic
0,Divine Ascent,Excel Esports,bot,Fnatic
0,Divine Impetu,Excel Esports,bot,Fnatic
0,Elemental Discharge,Excel Esports,bot,Fnatic
15,Equivalent Totem,Excel Esports,bot,Fnatic
0,Fast Furious Blade,Excel Esports,bot,Fnatic
0,Final Asteroid,Excel Esports,bot,Fnatic
4,Guardian Totem,Excel Esports,bot,Fnatic
0,Hawk's Eye,Excel Esports,bot,Fnatic
0,Heavenly Vision,Excel Esports,bot,Fnatic
10,Holy Sword,Excel Esports,bot,Fnatic
0,Huntress of Souls,Excel Esports,bot,Fnatic
0,Immortal Breastplate,Excel Esports,bot,Fnatic
0,Imperious Gauntlet,Excel Esports,bot,Fnatic
9,Incapacitor,Excel Esports,bot,Fnatic
0,Legend Aura,Excel Esports,bot,Fnatic
0,Magnetic Disintegrator,Excel Esports,bot,Fnatic
0,Meteorites,Excel Esports,bot,Fnatic
0,Obsidian Battle Plate,Excel Esports,bot,Fnatic
0,Omnipresent Amulet,Excel Esports,bot,Fnatic
0,Omnipresent Spirit,Excel Esports,bot,Fnatic
0,Perfect Scythe,Excel Esports,bot,Fnatic
18,Precise Hammer,Excel Esports,bot,Fnatic
0,Rampage Momentum,Excel Esports,bot,Fnatic
10,Rock Tomb,Excel Esports,bot,Fnatic
0,Sacred Help,Excel Esports,bot,Fnatic
0,Savage Looter,Excel Esports,bot,Fnatic
16,Scythe,Excel Esports,bot,Fnatic
18,Secret Scroll,Excel Esports,bot,Fnatic
21,Sharp Blade,Excel Esports,bot,Fnatic
0,Siege Mace,Excel Esports,bot,Fnatic
0,Soul Hunter,Excel Esports,bot,Fnatic
9,Spirit of the Squire,Excel Esports,bot,Fnatic
0,Spirit of the Warrior,Excel Esports,bot,Fnatic
0,Staff of Conquered Worlds,Excel Esports,bot,Fnatic
0,Steel Aura,Excel Esports,bot,Fnatic
0,Swords of Darkness,Excel Esports,bot,Fnatic
0,The Puppeteer,Excel Esports,bot,Fnatic
0,The Stalker,Excel Esports,bot,Fnatic
0,The Visionary,Excel Esports,bot,Fnatic
0,Thirsty Dagger,Excel Esports,bot,Fnatic
0,Thirsty Scythes,Excel Esports,bot,Fnatic
17,Treasurer's Wisdom,Excel Esports,bot,Fnatic
0,Trimeteor,Excel Esports,bot,Fnatic
0,Unstoppable Lightning,Excel Esports,bot,Fnatic
0,Versatil Saber,Excel Esports,bot,Fnatic
1,Wild Claw,Excel Esports,bot,Fnatic
0,Wild Spirit,Excel Esports,bot,Fnatic
0,Arcane Adrenaline,Excel Esports,support,Fnatic
0,Arcane Explosive,Excel Esports,support,Fnatic
0,Beast Hunter,Excel Esports,support,Fnatic
18,Being of Light,Excel Esports,support,Fnatic
0,Berseker Ax,Excel Esports,support,Fnatic
0,Collecting Hammer,Excel Esports,support,Fnatic
0,Colossal Mace,Excel Esports,support,Fnatic
0,Conquering Staff,Excel Esports,support,Fnatic
0,Crown of the Dwarf King,Excel Esports,support,Fnatic
0,Dance of Death,Excel Esports,support,Fnatic
10,Death Helper,Excel Esports,support,Fnatic
0,Demon Claws,Excel Esports,support,Fnatic
0,Divine Ascent,Excel Esports,support,Fnatic
11,Divine Impetu,Excel Esports,support,Fnatic
0,Elemental Discharge,Excel Esports,support,Fnatic
14,Equivalent Totem,Excel Esports,support,Fnatic
0,Fast Furious Blade,Excel Esports,support,Fnatic
0,Final Asteroid,Excel Esports,support,Fnatic
17,Guardian Totem,Excel Esports,support,Fnatic
8,Hawk's Eye,Excel Esports,support,Fnatic
22,Heavenly Vision,Excel Esports,support,Fnatic
0,Holy Sword,Excel Esports,support,Fnatic
0,Huntress of Souls,Excel Esports,support,Fnatic
14,Immortal Breastplate,Excel Esports,support,Fnatic
0,Imperious Gauntlet,Excel Esports,support,Fnatic
12,Incapacitor,Excel Esports,support,Fnatic
0,Legend Aura,Excel Esports,support,Fnatic
0,Magnetic Disintegrator,Excel Esports,support,Fnatic
0,Meteorites,Excel Esports,support,Fnatic
20,Obsidian Battle Plate,Excel Esports,support,Fnatic
11,Omnipresent Amulet,Excel Esports,support,Fnatic
18,Omnipresent Spirit,Excel Esports,support,Fnatic
0,Perfect Scythe,Excel Esports,support,Fnatic
0,Precise Hammer,Excel Esports,support,Fnatic
0,Rampage Momentum,Excel Esports,support,Fnatic
0,Rock Tomb,Excel Esports,support,Fnatic
20,Sacred Help,Excel Esports,support,Fnatic
0,Savage Looter,Excel Esports,support,Fnatic
2,Scythe,Excel Esports,support,Fnatic
0,Secret Scroll,Excel Esports,support,Fnatic
9,Sharp Blade,Excel Esports,support,Fnatic
0,Siege Mace,Excel Esports,support,Fnatic
0,Soul Hunter,Excel Esports,support,Fnatic
15,Spirit of the Squire,Excel Esports,support,Fnatic
0,Spirit of the Warrior,Excel Esports,support,Fnatic
11,Staff of Conquered Worlds,Excel Esports,support,Fnatic
0,Steel Aura,Excel Esports,support,Fnatic
0,Swords of Darkness,Excel Esports,support,Fnatic
0,The Puppeteer,Excel Esports,support,Fnatic
16,The Stalker,Excel Esports,support,Fnatic
18,The Visionary,Excel Esports,support,Fnatic
15,Thirsty Dagger,Excel Esports,support,Fnatic
0,Thirsty Scythes,Excel Esports,support,Fnatic
0,Treasurer's Wisdom,Excel Esports,support,Fnatic
0,Trimeteor,Excel Esports,support,Fnatic
0,Unstoppable Lightning,Excel Esports,support,Fnatic
11,Versatil Saber,Excel Esports,support,Fnatic
0,Wild Claw,Excel Esports,support,Fnatic
0,Wild Spirit,Excel Esports,support,Fnatic
20,Baron' s Mask,Excel Esports,coach,Fnatic
13,Big Worm Hunter,Excel Esports,coach,Fnatic
0,Conquest Hammer,Excel Esports,coach,Fnatic
10,Destroyer Hammer,Excel Esports,coach,Fnatic
0,Elemental Dragon Soul,Excel Esports,coach,Fnatic
16,Eye of the Void,Excel Esports,coach,Fnatic
8,First Line,Excel Esports,coach,Fnatic
0,Golden Force,Excel Esports,coach,Fnatic
0,Killer Momentum,Excel Esports,coach,Fnatic
0,Light Swords,Excel Esports,coach,Fnatic
0,Magic Scales,Excel Esports,coach,Fnatic
0,Royal Protector,Excel Esports,coach,Fnatic
10,Scale Tearer,Excel Esports,coach,Fnatic
0,Seal of Desecration,Excel Esports,coach,Fnatic
20,Spirit of the Rift,Excel Esports,coach,Fnatic
0,Underworld Guardian,Excel Esports,coach,Fnatic
0,Arcane Adrenaline,Fnatic,top,Excel Esports
0,Arcane Explosive,Fnatic,top,Excel Esports
0,Beast Hunter,Fnatic,top,Excel Esports
0,Being of Light,Fnatic,top,Excel Esports
14,Berseker Ax,Fnatic,top,Excel Esports
0,Collecting Hammer,Fnatic,top,Excel Esports
0,Colossal Mace,Fnatic,top,Excel Esports
0,Conquering Staff,Fnatic,top,Excel Esports
0,Crown of the Dwarf King,Fnatic,top,Excel Esports
0,Dance of Death,Fnatic,top,Excel Esports
0,Death Helper,Fnatic,top,Excel Esports
0,Demon Claws,Fnatic,top,Excel Esports
25,Divine Ascent,Fnatic,top,Excel Esports
0,Divine Impetu,Fnatic,top,Excel Esports
0,Elemental Discharge,Fnatic,top,Excel Esports
18,Equivalent Totem,Fnatic,top,Excel Esports
16,Fast Furious Blade,Fnatic,top,Excel Esports
0,Final Asteroid,Fnatic,top,Excel Esports
5,Guardian Totem,Fnatic,top,Excel Esports
0,Hawk's Eye,Fnatic,top,Excel Esports
0,Heavenly Vision,Fnatic,top,Excel Esports
0,Holy Sword,Fnatic,top,Excel Esports
0,Huntress of Souls,Fnatic,top,Excel Esports
14,Immortal Breastplate,Fnatic,top,Excel Esports
0,Imperious Gauntlet,Fnatic,top,Excel Esports
9,Incapacitor,Fnatic,top,Excel Esports
0,Legend Aura,Fnatic,top,Excel Esports
0,Magnetic Disintegrator,Fnatic,top,Excel Esports
0,Meteorites,Fnatic,top,Excel Esports
20,Obsidian Battle Plate,Fnatic,top,Excel Esports
0,Omnipresent Amulet,Fnatic,top,Excel Esports
0,Omnipresent Spirit,Fnatic,top,Excel Esports
0,Perfect Scythe,Fnatic,top,Excel Esports
0,Precise Hammer,Fnatic,top,Excel Esports
0,Rampage Momentum,Fnatic,top,Excel Esports
10,Rock Tomb,Fnatic,top,Excel Esports
0,Sacred Help,Fnatic,top,Excel Esports
0,Savage Looter,Fnatic,top,Excel Esports
18,Scythe,Fnatic,top,Excel Esports
0,Secret Scroll,Fnatic,top,Excel Esports
3,Sharp Blade,Fnatic,top,Excel Esports
0,Siege Mace,Fnatic,top,Excel Esports
0,Soul Hunter,Fnatic,top,Excel Esports
6,Spirit of the Squire,Fnatic,top,Excel Esports
0,Spirit of the Warrior,Fnatic,top,Excel Esports
0,Staff of Conquered Worlds,Fnatic,top,Excel Esports
0,Steel Aura,Fnatic,top,Excel Esports
0,Swords of Darkness,Fnatic,top,Excel Esports
0,The Puppeteer,Fnatic,top,Excel Esports
0,The Stalker,Fnatic,top,Excel Esports
0,The Visionary,Fnatic,top,Excel Esports
0,Thirsty Dagger,Fnatic,top,Excel Esports
25,Thirsty Scythes,Fnatic,top,Excel Esports
17,Treasurer's Wisdom,Fnatic,top,Excel Esports
0,Trimeteor,Fnatic,top,Excel Esports
0,Unstoppable Lightning,Fnatic,top,Excel Esports
0,Versatil Saber,Fnatic,top,Excel Esports
2,Wild Claw,Fnatic,top,Excel Esports
0,Wild Spirit,Fnatic,top,Excel Esports
0,Arcane Adrenaline,Fnatic,jungle,Excel Esports
0,Arcane Explosive,Fnatic,jungle,Excel Esports
0,Beast Hunter,Fnatic,jungle,Excel Esports
0,Being of Light,Fnatic,jungle,Excel Esports
0,Berseker Ax,Fnatic,jungle,Excel Esports
0,Collecting Hammer,Fnatic,jungle,Excel Esports
0,Colossal Mace,Fnatic,jungle,Excel Esports
0,Conquering Staff,Fnatic,jungle,Excel Esports
0,Crown of the Dwarf King,Fnatic,jungle,Excel Esports
8,Dance of Death,Fnatic,jungle,Excel Esports
0,Death Helper,Fnatic,jungle,Excel Esports
0,Demon Claws,Fnatic,jungle,Excel Esports
0,Divine Ascent,Fnatic,jungle,Excel Esports
0,Divine Impetu,Fnatic,jungle,Excel Esports
0,Elemental Discharge,Fnatic,jungle,Excel Esports
16,Equivalent Totem,Fnatic,jungle,Excel Esports
0,Fast Furious Blade,Fnatic,jungle,Excel Esports
0,Final Asteroid,Fnatic,jungle,Excel Esports
2,Guardian Totem,Fnatic,jungle,Excel Esports
8,Hawk's Eye,Fnatic,jungle,Excel Esports
0,Heavenly Vision,Fnatic,jungle,Excel Esports
0,Holy Sword,Fnatic,jungle,Excel Esports
0,Huntress of Souls,Fnatic,jungle,Excel Esports
0,Immortal Breastplate,Fnatic,jungle,Excel Esports
0,Imperious Gauntlet,Fnatic,jungle,Excel Esports
9,Incapacitor,Fnatic,jungle,Excel Esports
0,Legend Aura,Fnatic,jungle,Excel Esports
0,Magnetic Disintegrator,Fnatic,jungle,Excel Esports
0,Meteorites,Fnatic,jungle,Excel Esports
0,Obsidian Battle Plate,Fnatic,jungle,Excel Esports
0,Omnipresent Amulet,Fnatic,jungle,Excel Esports
0,Omnipresent Spirit,Fnatic,jungle,Excel Esports
0,Perfect Scythe,Fnatic,jungle,Excel Esports
0,Precise Hammer,Fnatic,jungle,Excel Esports
0,Rampage Momentum,Fnatic,jungle,Excel Esports
10,Rock Tomb,Fnatic,jungle,Excel Esports
0,Sacred Help,Fnatic,jungle,Excel Esports
0,Savage Looter,Fnatic,jungle,Excel Esports
10,Scythe,Fnatic,jungle,Excel Esports
0,Secret Scroll,Fnatic,jungle,Excel Esports
15,Sharp Blade,Fnatic,jungle,Excel Esports
0,Siege Mace,Fnatic,jungle,Excel Esports
0,Soul Hunter,Fnatic,jungle,Excel Esports
9,Spirit of the Squire,Fnatic,jungle,Excel Esports
0,Spirit of the Warrior,Fnatic,jungle,Excel Esports
0,Staff of Conquered Worlds,Fnatic,jungle,Excel Esports
0,Steel Aura,Fnatic,jungle,Excel Esports
0,Swords of Darkness,Fnatic,jungle,Excel Esports
0,The Puppeteer,Fnatic,jungle,Excel Esports
0,The Stalker,Fnatic,jungle,Excel Esports
0,The Visionary,Fnatic,jungle,Excel Esports
0,Thirsty Dagger,Fnatic,jungle,Excel Esports
0,Thirsty Scythes,Fnatic,jungle,Excel Esports
0,Treasurer's Wisdom,Fnatic,jungle,Excel Esports
0,Trimeteor,Fnatic,jungle,Excel Esports
0,Unstoppable Lightning,Fnatic,jungle,Excel Esports
0,Versatil Saber,Fnatic,jungle,Excel Esports
17,Wild Claw,Fnatic,jungle,Excel Esports
10,Wild Spirit,Fnatic,jungle,Excel Esports
16,Arcane Adrenaline,Fnatic,mid,Excel Esports
12,Arcane Explosive,Fnatic,mid,Excel Esports
0,Beast Hunter,Fnatic,mid,Excel Esports
0,Being of Light,Fnatic,mid,Excel Esports
14,Berseker Ax,Fnatic,mid,Excel Esports
12,Collecting Hammer,Fnatic,mid,Excel Esports
0,Colossal Mace,Fnatic,mid,Excel Esports
0,Conquering Staff,Fnatic,mid,Excel Esports
0,Crown of the Dwarf King,Fnatic,mid,Excel Esports
8,Dance of Death,Fnatic,mid,Excel Esports
0,Death Helper,Fnatic,mid,Excel Esports
0,Demon Claws,Fnatic,mid,Excel Esports
25,Divine Ascent,Fnatic,mid,Excel Esports
0,Divine Impetu,Fnatic,mid,Excel Esports
0,Elemental Discharge,Fnatic,mid,Excel Esports
18,Equivalent Totem,Fnatic,mid,Excel Esports
16,Fast Furious Blade,Fnatic,mid,Excel Esports
0,Final Asteroid,Fnatic,mid,Excel Esports
5,Guardian Totem,Fnatic,mid,Excel Esports
0,Hawk's Eye,Fnatic,mid,Excel Esports
0,Heavenly Vision,Fnatic,mid,Excel Esports
0,Holy Sword,Fnatic,mid,Excel Esports
0,Huntress of Souls,Fnatic,mid,Excel Esports
0,Immortal Breastplate,Fnatic,mid,Excel Esports
30,Imperious Gauntlet,Fnatic,mid,Excel Esports
6,Incapacitor,Fnatic,mid,Excel Esports
0,Legend Aura,Fnatic,mid,Excel Esports
11,Magnetic Disintegrator,Fnatic,mid,Excel Esports
0,Meteorites,Fnatic,mid,Excel Esports
0,Obsidian Battle Plate,Fnatic,mid,Excel Esports
0,Omnipresent Amulet,Fnatic,mid,Excel Esports
0,Omnipresent Spirit,Fnatic,mid,Excel Esports
0,Perfect Scythe,Fnatic,mid,Excel Esports
18,Precise Hammer,Fnatic,mid,Excel Esports
0,Rampage Momentum,Fnatic,mid,Excel Esports
0,Rock Tomb,Fnatic,mid,Excel Esports
20,Sacred Help,Fnatic,mid,Excel Esports
0,Savage Looter,Fnatic,mid,Excel Esports
17,Scythe,Fnatic,mid,Excel Esports
0,Secret Scroll,Fnatic,mid,Excel Esports
12,Sharp Blade,Fnatic,mid,Excel Esports
0,Siege Mace,Fnatic,mid,Excel Esports
0,Soul Hunter,Fnatic,mid,Excel Esports
6,Spirit of the Squire,Fnatic,mid,Excel Esports
0,Spirit of the Warrior,Fnatic,mid,Excel Esports
0,Staff of Conquered Worlds,Fnatic,mid,Excel Esports
0,Steel Aura,Fnatic,mid,Excel Esports
17,Swords of Darkness,Fnatic,mid,Excel Esports
0,The Puppeteer,Fnatic,mid,Excel Esports
0,The Stalker,Fnatic,mid,Excel Esports
0,The Visionary,Fnatic,mid,Excel Esports
0,Thirsty Dagger,Fnatic,mid,Excel Esports
0,Thirsty Scythes,Fnatic,mid,Excel Esports
17,Treasurer's Wisdom,Fnatic,mid,Excel Esports
0,Trimeteor,Fnatic,mid,Excel Esports
0,Unstoppable Lightning,Fnatic,mid,Excel Esports
0,Versatil Saber,Fnatic,mid,Excel Esports
2,Wild Claw,Fnatic,mid,Excel Esports
0,Wild Spirit,Fnatic,mid,Excel Esports
0,Arcane Adrenaline,Fnatic,bot,Excel Esports
12,Arcane Explosive,Fnatic,bot,Excel Esports
0,Beast Hunter,Fnatic,bot,Excel Esports
0,Being of Light,Fnatic,bot,Excel Esports
14,Berseker Ax,Fnatic,bot,Excel Esports
6,Collecting Hammer,Fnatic,bot,Excel Esports
11,Colossal Mace,Fnatic,bot,Excel Esports
0,Conquering Staff,Fnatic,bot,Excel Esports
0,Crown of the Dwarf King,Fnatic,bot,Excel Esports
8,Dance of Death,Fnatic,bot,Excel Esports
0,Death Helper,Fnatic,bot,Excel Esports
17,Demon Claws,Fnatic,bot,Excel Esports
0,Divine Ascent,Fnatic,bot,Excel Esports
0,Divine Impetu,Fnatic,bot,Excel Esports
0,Elemental Discharge,Fnatic,bot,Excel Esports
17,Equivalent Totem,Fnatic,bot,Excel Esports
16,Fast Furious Blade,Fnatic,bot,Excel Esports
0,Final Asteroid,Fnatic,bot,Excel Esports
9,Guardian Totem,Fnatic,bot,Excel Esports
8,Hawk's Eye,Fnatic,bot,Excel Esports
0,Heavenly Vision,Fnatic,bot,Excel Esports
0,Holy Sword,Fnatic,bot,Excel Esports
19,Huntress of Souls,Fnatic,bot,Excel Esports
0,Immortal Breastplate,Fnatic,bot,Excel Esports
0,Imperious Gauntlet,Fnatic,bot,Excel Esports
9,Incapacitor,Fnatic,bot,Excel Esports
0,Legend Aura,Fnatic,bot,Excel Esports
0,Magnetic Disintegrator,Fnatic,bot,Excel Esports
0,Meteorites,Fnatic,bot,Excel Esports
20,Obsidian Battle Plate,Fnatic,bot,Excel Esports
0,Omnipresent Amulet,Fnatic,bot,Excel Esports
0,Omnipresent Spirit,Fnatic,bot,Excel Esports
0,Perfect Scythe,Fnatic,bot,Excel Esports
0,Precise Hammer,Fnatic,bot,Excel Esports
0,Rampage Momentum,Fnatic,bot,Excel Esports
10,Rock Tomb,Fnatic,bot,Excel Esports
0,Sacred Help,Fnatic,bot,Excel Esports
0,Savage Looter,Fnatic,bot,Excel Esports
18,Scythe,Fnatic,bot,Excel Esports
18,Secret Scroll,Fnatic,bot,Excel Esports
12,Sharp Blade,Fnatic,bot,Excel Esports
0,Siege Mace,Fnatic,bot,Excel Esports
15,Soul Hunter,Fnatic,bot,Excel Esports
9,Spirit of the Squire,Fnatic,bot,Excel Esports
16,Spirit of the Warrior,Fnatic,bot,Excel Esports
0,Staff of Conquered Worlds,Fnatic,bot,Excel Esports
0,Steel Aura,Fnatic,bot,Excel Esports
0,Swords of Darkness,Fnatic,bot,Excel Esports
0,The Puppeteer,Fnatic,bot,Excel Esports
0,The Stalker,Fnatic,bot,Excel Esports
0,The Visionary,Fnatic,bot,Excel Esports
0,Thirsty Dagger,Fnatic,bot,Excel Esports
25,Thirsty Scythes,Fnatic,bot,Excel Esports
17,Treasurer's Wisdom,Fnatic,bot,Excel Esports
0,Trimeteor,Fnatic,bot,Excel Esports
0,Unstoppable Lightning,Fnatic,bot,Excel Esports
0,Versatil Saber,Fnatic,bot,Excel Esports
1,Wild Claw,Fnatic,bot,Excel Esports
0,Wild Spirit,Fnatic,bot,Excel Esports
0,Arcane Adrenaline,Fnatic,support,Excel Esports
0,Arcane Explosive,Fnatic,support,Excel Esports
0,Beast Hunter,Fnatic,support,Excel Esports
0,Being of Light,Fnatic,support,Excel Esports
0,Berseker Ax,Fnatic,support,Excel Esports
0,Collecting Hammer,Fnatic,support,Excel Esports
0,Colossal Mace,Fnatic,support,Excel Esports
0,Conquering Staff,Fnatic,support,Excel Esports
0,Crown of the Dwarf King,Fnatic,support,Excel Esports
0,Dance of Death,Fnatic,support,Excel Esports
10,Death Helper,Fnatic,support,Excel Esports
0,Demon Claws,Fnatic,support,Excel Esports
0,Divine Ascent,Fnatic,support,Excel Esports
0,Divine Impetu,Fnatic,support,Excel Esports
0,Elemental Discharge,Fnatic,support,Excel Esports
14,Equivalent Totem,Fnatic,support,Excel Esports
0,Fast Furious Blade,Fnatic,support,Excel Esports
0,Final Asteroid,Fnatic,support,Excel Esports
16,Guardian Totem,Fnatic,support,Excel Esports
8,Hawk's Eye,Fnatic,support,Excel Esports
0,Heavenly Vision,Fnatic,support,Excel Esports
0,Holy Sword,Fnatic,support,Excel Esports
0,Huntress of Souls,Fnatic,support,Excel Esports
0,Immortal Breastplate,Fnatic,support,Excel Esports
0,Imperious Gauntlet,Fnatic,support,Excel Esports
6,Incapacitor,Fnatic,support,Excel Esports
0,Legend Aura,Fnatic,support,Excel Esports
0,Magnetic Disintegrator,Fnatic,support,Excel Esports
0,Meteorites,Fnatic,support,Excel Esports
0,Obsidian Battle Plate,Fnatic,support,Excel Esports
11,Omnipresent Amulet,Fnatic,support,Excel Esports
0,Omnipresent Spirit,Fnatic,support,Excel Esports
0,Perfect Scythe,Fnatic,support,Excel Esports
0,Precise Hammer,Fnatic,support,Excel Esports
0,Rampage Momentum,Fnatic,support,Excel Esports
0,Rock Tomb,Fnatic,support,Excel Esports
0,Sacred Help,Fnatic,support,Excel Esports
0,Savage Looter,Fnatic,support,Excel Esports
1,Scythe,Fnatic,support,Excel Esports
0,Secret Scroll,Fnatic,support,Excel Esports
0,Sharp Blade,Fnatic,support,Excel Esports
16,Siege Mace,Fnatic,support,Excel Esports
0,Soul Hunter,Fnatic,support,Excel Esports
15,Spirit of the Squire,Fnatic,support,Excel Esports
0,Spirit of the Warrior,Fnatic,support,Excel Esports
0,Staff of Conquered Worlds,Fnatic,support,Excel Esports
0,Steel Aura,Fnatic,support,Excel Esports
0,Swords of Darkness,Fnatic,support,Excel Esports
20,The Puppeteer,Fnatic,support,Excel Esports
16,The Stalker,Fnatic,support,Excel Esports
0,The Visionary,Fnatic,support,Excel Esports
0,Thirsty Dagger,Fnatic,support,Excel Esports
0,Thirsty Scythes,Fnatic,support,Excel Esports
0,Treasurer's Wisdom,Fnatic,support,Excel Esports
0,Trimeteor,Fnatic,support,Excel Esports
0,Unstoppable Lightning,Fnatic,support,Excel Esports
0,Versatil Saber,Fnatic,support,Excel Esports
0,Wild Claw,Fnatic,support,Excel Esports
0,Wild Spirit,Fnatic,support,Excel Esports
0,Baron' s Mask,Fnatic,coach,Excel Esports
13,Big Worm Hunter,Fnatic,coach,Excel Esports
22,Conquest Hammer,Fnatic,coach,Excel Esports
14,Destroyer Hammer,Fnatic,coach,Excel Esports
0,Elemental Dragon Soul,Fnatic,coach,Excel Esports
0,Eye of the Void,Fnatic,coach,Excel Esports
8,First Line,Fnatic,coach,Excel Esports
0,Golden Force,Fnatic,coach,Excel Esports
